file,title,brand,model,generation,price_usd,market_price_usd,description,year,gearbox,engine_volume,engine_type,mileage,body,drive,color,power_hp,fuel_consumption
"Opel Vectra B · Рестайлинг, 2002 г., 2,2 л., бензин, автомат, купить в Минске - цена 1950 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130331971.html","Opel Vectra B · Рестайлинг, 2002 г., 2,2 л., бензин, автомат, купить в Минске - цена 1950 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130331971",Opel,Vectra,B · Рестайлинг,1950.0,2550.0,"Простой, надежный автомобиль, никогда не подводил. Отличный и самый успешный цепной мотор в линейке 2.2 Двигатель масло не расходует, коробка переключается плавно, без пинков.Лобовое целое Мелкие нюансы по лкпСалон аккуратный, не порванный, вся электрика работает исправно Новый радиатор охлаждения, перебрана передняя подвеска, новый АКБ, новая летняя резина. Автомобиль снят с учета на транзитные номера.",2002.0,автомат,2.2,бензин,245000.0,седан,передний привод,серебристый,147.0,9.1
"Opel Vectra B, 1997 г., 1,6 л., бензин, механика, купить в Слуцке - цена 1300 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №131033183.html","Opel Vectra B, 1997 г., 1,6 л., бензин, механика, купить в Слуцке - цена 1300 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №131033183",Opel,Vectra,B,1300.0,1449.0,"Машина каждый день не ходу , по ходовой и мотору никаких вопросов , завезет куда угодно , нюансы по кузову , смотря кому для каких целей. Рабочая лошадка Быстрым хороший торг",1997.0,механика,1.6,бензин,333333.0,хэтчбек 5 дв.,передний привод,другой,101.0,7.8
"Opel Vectra B, 1998 г., 2,0 л., бензин (пропан-бутан), автомат, купить в Осиповичах - цена 3500 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №127003068.html","Opel Vectra B, 1998 г., 2,0 л., бензин (пропан-бутан), автомат, купить в Осиповичах - цена 3500 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №127003068",Opel,Vectra,B,3500.0,1594.0,"Машина каждый день на полном ходу есть и нюансы Стоит газ,хорошая музыка салон окуратный на автомате едет не плохо Все интересующиеся вопросы по телефону Установлен автозапуск",1998.0,автомат,2.0,бензин,333333.0,универсал,передний привод,другой,136.0,9.7
"Opel Zafira A, 7 мест, 1999 г., 2,0 л., дизель, механика, купить в Молодечно - цена 4400 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №121874500.html","Opel Zafira A, 7 мест, 1999 г., 2,0 л., дизель, механика, купить в Молодечно - цена 4400 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №121874500",Opel,Zafira,A,4400.0,3653.0,"Продам автомобиль Opel Zafira 2000года 2.0 TDI. Автомобиль каждый день на ходу. Это универсальный помощник,за счет высокого клиренса,проезжает в любые труднодоступные места. Двигатель самый простой и надежный,расход в среднем до 7 литров. Стекла,оптика все целое. Лобовое стекло без трещин сколов и царапин,обзор хороший в любую погоду. Подвеска и техническая часть полностью обслуженаТехосмотр и страховка все имеется до 2027 года Салон аккуратный,ехать приятно и комфортно Машина полностью готова для дальнейшей эксплуатации На все вопросы отвечу по телефону. При реальном покупатели будет снята с учета. Торг уместен",1999.0,механика,2.0,дизель,398000.0,,передний привод,зелёный,100.0,6.6
"Peugeot 206 I · Рестайлинг, 2007 г., 1,4 л., бензин, механика, купить в Могилеве - цена 2000 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130958969.html","Peugeot 206 I · Рестайлинг, 2007 г., 1,4 л., бензин, механика, купить в Могилеве - цена 2000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130958969",Peugeot,206,I · Рестайлинг,2000.0,3301.0,срочная продажа в связи с покупкой нового автомобиля. последние 10 лет в одних руках. торг уместен.по тех.сост. нареканий нет.,2007.0,механика,1.4,бензин,192000.0,хэтчбек 5 дв.,передний привод,чёрный,90.0,6.1
"Peugeot 206 I, 2001 г., 1,9 л., дизель, механика, купить в Минске - цена 1500 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №125352177.html","Peugeot 206 I, 2001 г., 1,9 л., дизель, механика, купить в Минске - цена 1500 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №125352177",Peugeot,206,I,1500.0,2216.0,"Доброго времени суток! Продаётся жужа! Всё что могло сломаться, уже сломалось и починилось, все что могло отвалиться уже отвалилось и это поменяли на новое/хорошее.В целом состояние достойное. Технический осмотр проходит сама. Без проблем. Ездила девушка. Задача автомобиля была научиться ездить. С чем он и справился прекрасно. В целом автомобиль ни разу не подвёл, даже в лютые морозы этой зимой он всегда запускался. За последние несколько лет заменены или отремонтированы:-топливный насос(механический Бош)-форсунки с распылителями и топливными трубками-тормозные магистрали, шланги-ремни(ГРМ и приводной)-радиатор(новый)-вся подвеска перебиралась(включая амортизаторы и опорные подушки с подшипниками)-проводка восстановлена(в местах где были проблемы новые жгуты)-ручной тормоз восстановлен-задняя балка отремонтирована -глушитель переварен-насос ГУРа заменён вместе с жидкостью-термостат, печка, резистор печки новые-кулиса МКПП отремонтирована-свечи подогрева новыеПо кузову есть проблемы, но с учётом цены и года автомобиля это некритично. Днище автомобиля крепкое. Домкратится в штатные места.Продаётся как есть. Всё честно расскажу и покажу. Торг есть. Автомобиль стоит своих денег. Прекрасный вариант первой машины или просто недорого передвигаться по городу. Расход 5-6 литров.",2001.0,механика,1.9,дизель,200000.0,хэтчбек 3 дв.,передний привод,белый,70.0,5.5
"Peugeot 207 I · Рестайлинг, 2010 г., 1,4 л., бензин, механика, купить в Минске - цена 4900 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130702904.html","Peugeot 207 I · Рестайлинг, 2010 г., 1,4 л., бензин, механика, купить в Минске - цена 4900 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130702904",Peugeot,207,I · Рестайлинг,4900.0,5320.0,"Отличное Состояние Авто. Мотор работает идеально, сухой, экология на месте. Кузов в идеальном состоянии (без сколов, жуков, вмятин и царапин), Покрыт керамикой. Сделано полное ТО ( заменены все масла и фильтра в моторе, колодки и диски в круг и т.д. (все только оригинал). Салон как новый (в авто ни разу не курили). Все стекла и оптика целые и родные. Вся электрика работает (нет ни одной ошибки).Расход по городу 6.5л. на 100км., по трассе 4.5-5.0л. на 100км.Новый Аккумулятор. Отличная резина.Хорошая Комплектация: Комфортный Комбинированный Салон с Боковой поддержкой, Поясничной опорой. Кондиционер (заправлен, морозит). Мультимедиа с CD-MP3-AUX. Отличная Акустика. Мульти-Руль. Регулировка руля по высоте и вылету. Авто свет. Дожимы стекол. Лобовое стекло с полутоновым клином. Эл. привод зеркал. Пакет светотехники. Сигнализации. Бортовой компьютер. Очень просторный салон и вместительный багажник и многое другое.За авто уверен, готов к любым вашим проверкам. Обоснованный торг возле авто.Продавать не спешу, за дёшево не отдам, перекупов просьба не беспокоить. На все остальные вопросы отвечу по телефону.",2010.0,механика,1.4,бензин,212569.0,хэтчбек 5 дв.,передний привод,красный,90.0,6.4
"Peugeot 207 I, 2007 г., 1,6 л., бензин, автомат, купить в Минске - цена 3500 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130289592.html","Peugeot 207 I, 2007 г., 1,6 л., бензин, автомат, купить в Минске - цена 3500 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130289592",Peugeot,207,I,3500.0,4977.0,"Автомобиль в нормальном состоянии для своих лет.Есть небольшие жучки.Спереди слезла краска ( на фото видно)Техническая часть обслуживалась своевременно.Заменено :Масло в коробке. Антифриз, задние амортизаторы, передние и задние диски с колодками, сальник АКПП. (20тыс. назад)Заменен датчик охлаждения жидкости. Заменены свечи и 1 катушка зажигания. Заменена гофра глушителя.На запасных частях не экономили!Необходим ремонт кондиционера ( компрессор рабочий, меняли прошлым летом, уходит фреон, гте-то есть утечка.По подвеске все хорошо.Мотор работает ровно. Акпп переключает мягко без пинков и рывков. Аккуратный, не прокуренный салон, всё на своих местах. По электрике всё исправно. Стёкла все целые.Компактная, маневренная. Переоформление обязательно!На площадку не поставлю, машина каждый день на ходу. Торг присутствует.",2007.0,автомат,1.6,бензин,195000.0,хэтчбек 3 дв.,передний привод,оранжевый,120.0,7.0
"Peugeot 306 I · Рестайлинг, 1997 г., 1,6 л., бензин, механика, купить в Барановичах - цена 2300 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130761036.html","Peugeot 306 I · Рестайлинг, 1997 г., 1,6 л., бензин, механика, купить в Барановичах - цена 2300 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130761036",Peugeot,306,I · Рестайлинг,2300.0,1557.0,"Автомобиль в хорошем состоянии. Каждый день на ходу. Кузов, пороги без ржавчины и жуков.С продажей не спешу. Во оставшимся вопросам звоните.",1997.0,механика,1.6,бензин,420000.0,универсал,передний привод,бордовый,89.0,
"Peugeot 306 I · Рестайлинг, 1998 г., 1,9 л., дизель, механика, купить в Пинске - цена 2000 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130424300.html","Peugeot 306 I · Рестайлинг, 1998 г., 1,9 л., дизель, механика, купить в Пинске - цена 2000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130424300",Peugeot,306,I · Рестайлинг,2000.0,1777.0,"Продам Пежо 306. Автомобиль в исправном рабочем состоянии, используется пару раз в неделю. Техосмотр и страховка до августа 2026 года. Комплект новой летней резины и 2 новых зимних и 2 зимних  с хорошим остатком .Отдам в комплект.По машине проделано много работы. Перебралась подвеска, вся электрика.  Заменён двигатель с навесным ( масло не берет), работает отлично. Ручник работает, все передачи переключаются. Центральный замок, работает только с ключа. Кузов ровный и крепкий, пару проблемных мест были подварены. В покраске не нуждается. На передних дверях электрические стеклоподъёмники.Стоят новые: аккумулятор, радиатор, вентиляторы, передние рычаги, рулевые тяги и наконечники, сцепление (попутно менялось масло в коробке), датчик температуры, лобовое стекло  радиатор печки и вентилятор, опорные подшипники, ступицы задних колес и задние тормоза, задние покрышки.Из нюансов: трещины на переднем и заднем бамперах, не работает механический стеклоподъёмник на задней двери, электрорегулеровка правого зеркала работает не во всех положениях.Причина продажи - необходимы деньги, на строительство.Продается только с переоформлением, с учёта сниму при реальном покупателе. Торг у машины. Обмен не интересует.",1998.0,механика,1.9,дизель,256900.0,универсал,передний привод,бордовый,90.0,
"Peugeot 306 I · Рестайлинг, 2000 г., 2,0 л., дизель, механика, купить в Лельчицах - цена 2000 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №126111832.html","Peugeot 306 I · Рестайлинг, 2000 г., 2,0 л., дизель, механика, купить в Лельчицах - цена 2000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №126111832",Peugeot,306,I · Рестайлинг,2000.0,1743.0,"В отличном состоянии . По технической части нет проблем , сел и поехал . Машина обслужена . Недавно закончился технический осмотр. Два комплекта колес на дисках .",2000.0,механика,2.0,дизель,400000.0,универсал,передний привод,зелёный,90.0,
"Peugeot 306 I · Рестайлинг, 2001 г., 1,9 л., дизель, механика, купить в Борисове - цена 1000 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №129762818.html","Peugeot 306 I · Рестайлинг, 2001 г., 1,9 л., дизель, механика, купить в Борисове - цена 1000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129762818",Peugeot,306,I · Рестайлинг,1000.0,2156.0,"Мотор работает стабильно во всех режимах, не дымит. В феврале подварили глушитель. Переднюю подвеску ремонтировали в ноябре (заменили рулевые тяги, стойки стабилизатора и правую шаровую). Задняя подвеска (торсионная балка) требует ремонта: зад просел, левое колесо изнутри ест резину. Не греет печка. Отсутствует левая передняя противотуманка. Левый порог заменили два года назад, правый еще родной, дырявый. По всему кузову, особенно по капоту, шелушится лак. Ржавчина в разных местах, см. фото.Автомобиль находится в Лошнице (Борисовский р-н). Можно на запчасти.",2001.0,механика,1.9,дизель,396194.0,универсал,передний привод,бордовый,69.0,
"Peugeot 306 I, 1993 г., 1,6 л., бензин, механика, купить в Гомеле - цена 1850 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №129782891.html","Peugeot 306 I, 1993 г., 1,6 л., бензин, механика, купить в Гомеле - цена 1850 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129782891",Peugeot,306,I,1850.0,1176.0,"Автомобиль в отличном состоянии, по технической части без проблем. Ездила все время девушка. Сварки покраски не требует. Техосмотр имеется снята с учета для удобной продажи",1993.0,механика,1.6,бензин,193000.0,хэтчбек 5 дв.,передний привод,красный,90.0,
"Peugeot 307 I, 2003 г., 2,0 л., бензин, механика, купить в Вилейке - цена 3650 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130742847.html","Peugeot 307 I, 2003 г., 2,0 л., бензин, механика, купить в Вилейке - цена 3650 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130742847",Peugeot,307,I,3650.0,3380.0,"Каждый день в движении, очень резвая, ездит супруга, технически вся обслужена, масло и фильтра поменяны, подвестка без стуков, тормоза и ручник на отлично, техосмотр проходит сама, по кузову без жуков и вздутий, красить ничего не нужно, днище и пороги все в заводском исполнении, ничего варить не нужно, домкратиться с любой стороны, кондиционер работает, печка греет, хорошая резина, хорошая музыка.",2003.0,механика,2.0,бензин,300000.0,хэтчбек 5 дв.,передний привод,чёрный,136.0,7.9
"Peugeot 308 T7 · Рестайлинг, 2011 г., 1,6 л., бензин, автомат, купить в Солигорске - цена 4950 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №131025853.html","Peugeot 308 T7 · Рестайлинг, 2011 г., 1,6 л., бензин, автомат, купить в Солигорске - цена 4950 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №131025853",Peugeot,308,T7 · Рестайлинг,4950.0,6244.0,"Хороший автомобиль. Красить ничего не нужно, имеет опрятный внешний вид. По технике тоже все отлично. Двигатель работает без проблем, не дымит, не троит и т.д. По автотеке везде бьётся как оригинальный пробег. Коробка переключает как положено. Подвеска только после полного ТО, делать ничего не нужно. Салон не порван. Стоят дорогие лампы в фарах и птф - свет ""сушит асфальт"". Учёт РФ. Юридически кристально чистый авто ( штрафов, запретов, залогов нет). Все документы на руках (птс, стс, дкп, страховка).Возможен обмен.",2011.0,автомат,1.6,бензин,197795.0,хэтчбек 5 дв.,передний привод,белый,120.0,6.9
"Peugeot 308 T7, 2008 г., 1,6 л., бензин, автомат, купить в Бресте - цена 4400 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130350628.html","Peugeot 308 T7, 2008 г., 1,6 л., бензин, автомат, купить в Бресте - цена 4400 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130350628",Peugeot,308,T7,4400.0,5199.0,"Машина в отличном техническом состоянии, полностью на ходу и используется каждый день.• Двигатель работает ровно, не дымит, масло не расходует• Коробка переключает мягко• Подвеска собрана, ничего не стучит• Электрика исправна, климат работает• Салон чистый, аккуратный, без запахов• Все расходники менялись вовремяПо кузову: справа требуется сварка порога. На безопасность и езду не влияет — цена снижена с учётом этого.Машина ухоженная, надёжная, полностью готова к эксплуатации.Есть комплект документов, всё прозрачно.+ комплект резиныВозможен торг у капота.Все вопросы по телефону",2008.0,автомат,1.6,бензин,223000.0,хэтчбек 5 дв.,передний привод,синий,120.0,6.9
"Peugeot 308 T7, 2008 г., 1,6 л., бензин, механика, купить в Кобрине - цена 4500 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №122180167.html","Peugeot 308 T7, 2008 г., 1,6 л., бензин, механика, купить в Кобрине - цена 4500 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №122180167",Peugeot,308,T7,4500.0,4724.0,Торг у капота. Продажа только по ДКП.,2008.0,механика,1.6,бензин,229000.0,хэтчбек 5 дв.,передний привод,серый,120.0,6.4
"Peugeot 308 T7, 2010 г., 1,6 л., бензин, механика, купить в Минске - цена 4999 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130382483.html","Peugeot 308 T7, 2010 г., 1,6 л., бензин, механика, купить в Минске - цена 4999 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130382483",Peugeot,308,T7,4999.0,5264.0,"Без торга совсем. Просьба попусту не беспокоить.Продам в хорошие руки красивого львёнка,цвет красивый серо-бежевый.По техпаспорту 2010 годМашинка в очень достойном ухоженом состоянии без ржавчин и гнили по кузову,мелкие сколы .Ошибок нетНизы дверей в идеалеМотор в отличном состоянии,работает идеально ровно,обслужен,менялась помпа,лямда зонд,печка восстановленаПод запаской все как по заводу,стаканы идеальные,вин читается как новый.Тормоза не бьют,подвеска не стучит ,едет очень мягко.Салон после химчистки,лобовое менял год назад,2 ключа.Уже снял с учета для удобной продажимашина в отличном состоянии для своих лет,днище сфоткал и смотрите в галлерее,в хорлшем состоянии без дыр и прочее(мелкие рыжеватости)пороги переварены красиво польские и правое и левое пол года назад  в идеальном состоянии,сцепление менял на новое фирмы люк в сборе(переключает мягко и отлично)",2010.0,механика,1.6,бензин,168250.0,хэтчбек 5 дв.,передний привод,серый,120.0,6.4
"Peugeot 406 I · Рестайлинг, 1999 г., 1,8 л., бензин, механика, купить в Барановичах - цена 3050 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130241105.html","Peugeot 406 I · Рестайлинг, 1999 г., 1,8 л., бензин, механика, купить в Барановичах - цена 3050 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130241105",Peugeot,406,I · Рестайлинг,3050.0,2561.0,"Продам пыжика в хорошем состоянии. По кузову без жуков,  варить ничего не нужно, все проблемные места уже сделаны. Двигатель работает ровно, не парит ,не дымит, масло от замены до замены.Продается так как куплен другой автомобиль.",1999.0,механика,1.8,бензин,450000.0,седан,передний привод,синий,110.0,7.7
"Peugeot 406 I · Рестайлинг, 2000 г., 1,7 л., бензин, механика, купить в Минске - цена 3000 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №128651817.html","Peugeot 406 I · Рестайлинг, 2000 г., 1,7 л., бензин, механика, купить в Минске - цена 3000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №128651817",Peugeot,406,I · Рестайлинг,3000.0,2848.0,"Без торга!!!. Мотор 1.8 бензин. Все дополнительные вопросы сугубо по телефону. Комиссионным магазинам и иным помощникам просьба не беспокоить. Автомобиль в хорошем состоянии, красить не нужно. Мотор  не дымит, не парит, масло не берет. Произвел полное Т.О. мотора и подвески. Ручник держит. Оптика вся целая, салон в полном порядке.",2000.0,механика,1.7,бензин,360000.0,седан,передний привод,серебристый,117.0,7.7
"Peugeot 406 I · Рестайлинг, 2001 г., 2,2 л., бензин, механика, купить в Фаниполе - цена 3650 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130834042.html","Peugeot 406 I · Рестайлинг, 2001 г., 2,2 л., бензин, механика, купить в Фаниполе - цена 3650 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130834042",Peugeot,406,I · Рестайлинг,3650.0,3261.0,"Продаю своего(В семье 9лет)надёжный и верный авто,писать можно много ...В машине вложенно много средств и времени,стоит акустика всё заводское Harman,блютуз,обогрев сидений,рабочий ручник,тормоза диски В круг всё новое,колёсные диски дорогие оригинал с новой резиной 205/55R16,,сама проходит Т.О.есть действующий техосмотр до июля,всё стаканы лонжироны низы дверей в идеале,стоит атермальное стекло датчик дождя,датчик света всё работает..да даже кондиционер,отдам только в хорошие руки.",2001.0,механика,2.2,бензин,37145.0,седан,передний привод,чёрный,160.0,8.8
"Peugeot 406 I · Рестайлинг, 2002 г., 2,0 л., бензин, механика, купить в Гомеле - цена 3100 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130497343.html","Peugeot 406 I · Рестайлинг, 2002 г., 2,0 л., бензин, механика, купить в Гомеле - цена 3100 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130497343",Peugeot,406,I · Рестайлинг,3100.0,2974.0,"Машина в хорошем состоянии для своих лет. Ухаживали вовремя. За рулем ездила девушка. салон  ухоженный, потолок перетянутый со стойками, дверными картами. Новые фары и противотуманки. Свет отличный. По машине много что делалось. масло и расходники недавно мененые. Все свежее. Все остальные вопросы по телефону. Разумный торг.",2002.0,механика,2.0,бензин,428385.0,седан,передний привод,серебристый,140.0,7.5
"Peugeot 406 I · Рестайлинг, 2002 г., 2,0 л., дизель, механика, купить в Минске - цена 2660 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №128650112.html","Peugeot 406 I · Рестайлинг, 2002 г., 2,0 л., дизель, механика, купить в Минске - цена 2660 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №128650112",Peugeot,406,I · Рестайлинг,2660.0,2949.0,".Ошибок нету , все работает . Техника работает отлично . 110 лошадей система Бош . Торг",2002.0,механика,2.0,дизель,370869.0,седан,передний привод,серый,110.0,5.6
"Peugeot 406 I · Рестайлинг, 2002 г., 2,0 л., дизель, механика, купить в Минске - цена 4100 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №131005369.html","Объявления о продаже автомобилей в Беларуси. Купить или продать автомобиль с пробегом, новый или б/у на Автомалиновке.",,,,,,,,,,,,,,,,
"Peugeot 406 I, 1997 г., 1,9 л., дизель, механика, купить в Любани - цена 1000 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №129956271.html","Peugeot 406 I, 1997 г., 1,9 л., дизель, механика, купить в Любани - цена 1000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129956271",Peugeot,406,I,1000.0,1771.0,"Продам верного друга по цене двигателя и коробки так как кузова практически нет. Двигатель и коробка в отличном состоянии,электрика вся рабочая,машина заводится и едет. Целеком на з/ч, номера будут здоватся в утиль. Подробнее по телефону. Возможен торг.",1997.0,механика,1.9,дизель,333333.0,универсал,передний привод,синий,90.0,
"Peugeot 407 I, 2004 г., 1,7 л., бензин, механика, купить в Минске - цена 4300 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130720797.html","Peugeot 407 I, 2004 г., 1,7 л., бензин, механика, купить в Минске - цена 4300 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130720797",Peugeot,407,I,4300.0,3980.0,"Продаётся надёжный автомобиль. Каждый день на ходу, в любые морозы заводится с пол-оборота.10 лет в одних руках (я — второй владелец в РБ). Всё по технике работает без ошибок, компьютер чист.Техническая часть — берите и ездите:- ГРМ заменён 40 тыс. км назад.- Новый АКБ (1,5 года).- Масло каждые 9–11 тыс. км.- Подвеска перебрана по регламенту.- Два комплекта ключей.Колёса в подарок: Зима на железных дисках (2 года, отличное состояние).Лето на литье (4 года).Салон и кузов: Новые заказные чехлы на сиденьях — салон свежий. Пороги и передние крылья заменены 3 года назад. Крылья пластиковые — больше не сгниют (плюс для наших дорог и реагентов).Единственный нюанс (скажу честно): ЛКП неидеальное, кузов требует покраски. Но основа крепкая — пороги новые, гнили нет. После восстановления авто прослужит ещё долгие годы.Идеальный вариант для того, кто ценит исправную технику и готов привести внешность под себя. Торг уместен после осмотра.",2004.0,механика,1.7,бензин,371000.0,седан,передний привод,жёлтый,116.0,7.0
"Peugeot 605 I · Рестайлинг, 1997 г., 2,0 л., бензин, механика, купить в Бресте - цена 2200 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №129843417.html","Peugeot 605 I · Рестайлинг, 1997 г., 2,0 л., бензин, механика, купить в Бресте - цена 2200 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129843417",Peugeot,605,I · Рестайлинг,2200.0,1433.0,"Я владею с 05.2022 года , учет на мне, при продаже сниму. Машина досмотрена, кто ищет комфорт и бодрую езду тогда это то, что вам нужно. Машина едет бодро, масло менялось каждые 8 тыс, стоит хорошая музыка , салон ухожен, очень мягкий, потолок не провисший. Сделано очень много за это время, из серьезного: реставрировал рулевую рейку, менял сцепление, замена радиатора печки, отреставрировал стартер, новый АКБ, и многое другое. Из нюансов: возрастные недочеты, переднее крыло, заднее левое, днище; все это не критично, можно спасти.Машину любил и смотрел, цена оправдана.",1997.0,механика,2.0,бензин,380000.0,седан,передний привод,бордовый,150.0,9.0
"Peugeot 807 I, 7 мест, 2004 г., 2,0 л., дизель, механика, купить в Барановичах - цена 4800 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130958971.html","Peugeot 807 I, 7 мест, 2004 г., 2,0 л., дизель, механика, купить в Барановичах - цена 4800 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130958971",Peugeot,807,I,4800.0,5347.0,"Машина на ходу каждый день, в собственности с 2017 года, стоит зимняя резина, вибаста рабочая с удаленным запуском, по кузову нюансы на фото.",2004.0,механика,2.0,дизель,430000.0,,передний привод,чёрный,107.0,7.4
"Renault Espace IV, 7 мест, 2005 г., 2,2 л., дизель, механика, купить в Жодино - цена 3000 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №130554947.html","Renault Espace IV, 7 мест, 2005 г., 2,2 л., дизель, механика, купить в Жодино - цена 3000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130554947",Renault,Espace,IV,3000.0,6003.0,Продам авто после ДТП. Заводится.  Торг. Вся информация по телефону,2005.0,механика,2.2,дизель,286171.0,,передний привод,серебристый,150.0,7.7
"Renault Grand Scenic II, 7 мест, 2004 г., 1,9 л., дизель, механика, купить в Любани - цена 4900 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №118994714.html","Renault Grand Scenic II, 7 мест, 2004 г., 1,9 л., дизель, механика, купить в Любани - цена 4900 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №118994714",Renault,Grand Scenic,II,4900.0,5075.0,Требуется переварить пороги,2004.0,механика,1.9,дизель,340400.0,,передний привод,зелёный,120.0,5.8
"Renault Kangoo I · Рестайлинг, 2008 г., 1,1 л., бензин, механика, купить в Молодечно - цена 5000 $, фото, характеристики. av.by — объявления о продаже автомобилей. _ №124729585.html","Renault Kangoo I · Рестайлинг, 2008 г., 1,1 л., бензин, механика, купить в Молодечно - цена 5000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №124729585",Renault,Kangoo,I · Рестайлинг,5000.0,3925.0,"Год выпуска - 2008.Крашена только задняя левая дверь.Остальное - в заводской краске.Кондиционер - рабочий. Заменён радиатор кондиционера (совмещённый с основным) на новый.Электрические стеклоподъёмники.Обогрев водительского сидения.Релинги на крыше. Обслужены стартер и генератор.Заменён комплект сцепления. Отремонтирован торсион и много чего другого (список на фотографии).Комплект хорошей зимней резины на литых дисках R14.Сейчас, на литых дисках на лете R15.Трещина на лобовом стекле.Ржавчина на задней крышке.",2008.0,механика,1.1,бензин,226000.0,,передний привод,серебристый,75.0,7.0
