brand,model,year,mileage,engine_volume,engine_type,gearbox,drive,body,color,power_hp,fuel_consumption,price_usd,market_price_usd,description,nlp_engine_bad,nlp_engine_fixed,nlp_gearbox_bad,nlp_gearbox_fixed,nlp_body_bad,nlp_body_fixed,nlp_service_good,nlp_service_bad,nlp_storage_risk,nlp_taxi_risk,nlp_condition_score,nlp_repair_risk,defect_cost_mean_usd,defect_issue_probability_pct,defect_price_impact_pct,defect_model_risk_score,defect_generation_avg_cost_usd,defect_expected_cost_usd,defect_total_risk_score,price_gap
opel,vectra,2001.0,435000.0,1.8,бензин,механика,передний привод,седан,серебристый,125.0,7.8,2350.0,2869.0,"авто каждый день на ходу, довезёт куда угодно, нюансы по кузову. у меня в эксплуатации 5 лет. двигатель без ошибок, кпп с приводами хорошие,была произведена замена комплекта сцепления, установлен новый бензобак, новый радиатор, новые датчики , катушка,заменен комплект грм и приводной ремень с роликами 10т. назад, подвеска  и тормозная система (ручник держит) в отличном  состоянии. по всем вопросам отвечу по телефону 24/7.",0,0,0,0,0,0,0,0,0,0,92,15,361.42857142857144,46.0,4.142857142857143,0.4900000000000001,530.0,166.25714285714287,0.009338000000000003,519.0
opel,vectra,2002.0,245000.0,2.2,бензин,автомат,передний привод,седан,серебристый,147.0,9.1,1950.0,2550.0,"простой, надежный автомобиль, никогда не подводил. отличный и самый успешный цепной мотор в линейке 2.2 двигатель масло не расходует, коробка переключается плавно, без пинков.лобовое целое мелкие нюансы по лкпсалон аккуратный, не порванный, вся электрика работает исправно новый радиатор охлаждения, перебрана передняя подвеска, новый акб, новая летняя резина. автомобиль снят с учета на транзитные номера.",0,0,0,0,0,0,0,0,0,0,95,10,395.0,47.714285714285715,4.142857142857143,0.49999999999999994,577.8571428571429,188.47142857142856,0.009883673469387755,600.0
opel,vectra,1997.0,333333.0,1.6,бензин,механика,передний привод,хэтчбек 5 дв.,другой,101.0,7.8,1300.0,1449.0,"машина каждый день не ходу , по ходовой и мотору никаких вопросов , завезет куда угодно , нюансы по кузову , смотря кому для каких целей. рабочая лошадка быстрым хороший торг",0,0,0,0,0,0,0,0,0,0,85,15,361.42857142857144,46.0,4.142857142857143,0.4900000000000001,530.0,166.25714285714287,0.009338000000000003,149.0
opel,vectra,1998.0,333333.0,2.0,бензин,автомат,передний привод,универсал,другой,136.0,9.7,3500.0,1594.0,"машина каждый день на полном ходу есть и нюансы стоит газ,хорошая музыка салон окуратный на автомате едет не плохо все интересующиеся вопросы по телефону установлен автозапуск",0,0,0,0,0,0,0,0,0,0,75,20,361.42857142857144,46.0,4.142857142857143,0.4900000000000001,530.0,166.25714285714287,0.009338000000000003,-1906.0
peugeot,206,2007.0,192000.0,1.4,бензин,механика,передний привод,хэтчбек 5 дв.,чёрный,90.0,6.1,2000.0,3301.0,срочная продажа в связи с покупкой нового автомобиля. последние 10 лет в одних руках. торг уместен.по тех.сост. нареканий нет.,0,0,0,0,0,0,0,0,0,0,90,20,99.375,30.5,4.5,0.33,180.0,30.309375,0.00452925,1301.0
peugeot,206,2001.0,200000.0,1.9,дизель,механика,передний привод,хэтчбек 3 дв.,белый,70.0,5.5,1500.0,2216.0,"доброго времени суток! продаётся жужа! всё что могло сломаться, уже сломалось и починилось, все что могло отвалиться уже отвалилось и это поменяли на новое/хорошее.в целом состояние достойное. технический осмотр проходит сама. без проблем. ездила девушка. задача автомобиля была научиться ездить. с чем он и справился прекрасно. в целом автомобиль ни разу не подвёл, даже в лютые морозы этой зимой он всегда запускался. за последние несколько лет заменены или отремонтированы:-топливный насос(механический бош)-форсунки с распылителями и топливными трубками-тормозные магистрали, шланги-ремни(грм и приводной)-радиатор(новый)-вся подвеска перебиралась(включая амортизаторы и опорные подушки с подшипниками)-проводка восстановлена(в местах где были проблемы новые жгуты)-ручной тормоз восстановлен-задняя балка отремонтирована -глушитель переварен-насос гура заменён вместе с жидкостью-термостат, печка, резистор печки новые-кулиса мкпп отремонтирована-свечи подогрева новыепо кузову есть проблемы, но с учётом цены и года автомобиля это некритично. днище автомобиля крепкое. домкратится в штатные места.продаётся как есть. всё честно расскажу и покажу. торг есть. автомобиль стоит своих денег. прекрасный вариант первой машины или просто недорого передвигаться по городу. расход 5-6 литров.",0,0,0,0,0,1,0,0,0,0,85,30,89.375,32.5,4.5,0.32,160.0,29.046875,0.00468,716.0
peugeot,207,2010.0,212569.0,1.4,бензин,механика,передний привод,хэтчбек 5 дв.,красный,90.0,6.4,4900.0,5320.0,"отличное состояние авто. мотор работает идеально, сухой, экология на месте. кузов в идеальном состоянии (без сколов, жуков, вмятин и царапин), покрыт керамикой. сделано полное то ( заменены все масла и фильтра в моторе, колодки и диски в круг и т.д. (все только оригинал). салон как новый (в авто ни разу не курили). все стекла и оптика целые и родные. вся электрика работает (нет ни одной ошибки).расход по городу 6.5л. на 100км., по трассе 4.5-5.0л. на 100км.новый аккумулятор. отличная резина.хорошая комплектация: комфортный комбинированный салон с боковой поддержкой, поясничной опорой. кондиционер (заправлен, морозит). мультимедиа с cd-mp3-aux. отличная акустика. мульти-руль. регулировка руля по высоте и вылету. авто свет. дожимы стекол. лобовое стекло с полутоновым клином. эл. привод зеркал. пакет светотехники. сигнализации. бортовой компьютер. очень просторный салон и вместительный багажник и многое другое.за авто уверен, готов к любым вашим проверкам. обоснованный торг возле авто.продавать не спешу, за дёшево не отдам, перекупов просьба не беспокоить. на все остальные вопросы отвечу по телефону.",0,0,0,0,0,0,0,0,0,0,98,10,125.625,28.5,4.625,0.35,230.0,35.803124999999994,0.0046134374999999995,420.0
peugeot,207,2007.0,195000.0,1.6,бензин,автомат,передний привод,хэтчбек 3 дв.,оранжевый,120.0,7.0,3500.0,4977.0,"автомобиль в нормальном состоянии для своих лет.есть небольшие жучки.спереди слезла краска ( на фото видно)техническая часть обслуживалась своевременно.заменено :масло в коробке. антифриз, задние амортизаторы, передние и задние диски с колодками, сальник акпп. (20тыс. назад)заменен датчик охлаждения жидкости. заменены свечи и 1 катушка зажигания. заменена гофра глушителя.на запасных частях не экономили!необходим ремонт кондиционера ( компрессор рабочий, меняли прошлым летом, уходит фреон, гте-то есть утечка.по подвеске все хорошо.мотор работает ровно. акпп переключает мягко без пинков и рывков. аккуратный, не прокуренный салон, всё на своих местах. по электрике всё исправно. стёкла все целые.компактная, маневренная. переоформление обязательно!на площадку не поставлю, машина каждый день на ходу. торг присутствует.",0,0,0,0,0,0,0,0,0,0,75,30,113.75,30.5,4.5,0.34,210.0,34.69375,0.0046665000000000005,1477.0
peugeot,307,2003.0,300000.0,2.0,бензин,механика,передний привод,хэтчбек 5 дв.,чёрный,136.0,7.9,3650.0,3380.0,"каждый день в движении, очень резвая, ездит супруга, технически вся обслужена, масло и фильтра поменяны, подвестка без стуков, тормоза и ручник на отлично, техосмотр проходит сама, по кузову без жуков и вздутий, красить ничего не нужно, днище и пороги все в заводском исполнении, ничего варить не нужно, домкратиться с любой стороны, кондиционер работает, печка греет, хорошая резина, хорошая музыка.",1,0,0,0,0,0,1,0,0,0,92,15,134.375,30.5,4.5,0.36,250.0,40.984375,0.004940999999999999,-270.0
peugeot,308,2011.0,197795.0,1.6,бензин,автомат,передний привод,хэтчбек 5 дв.,белый,120.0,6.9,4950.0,6244.0,"хороший автомобиль. красить ничего не нужно, имеет опрятный внешний вид. по технике тоже все отлично. двигатель работает без проблем, не дымит, не троит и т.д. по автотеке везде бьётся как оригинальный пробег. коробка переключает как положено. подвеска только после полного то, делать ничего не нужно. салон не порван. стоят дорогие лампы в фарах и птф - свет ""сушит асфальт"". учёт рф. юридически кристально чистый авто ( штрафов, запретов, залогов нет). все документы на руках (птс, стс, дкп, страховка).возможен обмен.",1,0,0,0,0,0,0,0,0,0,95,10,170.3125,28.75,4.5625,0.39,300.0,48.96484374999999,0.005115703125,1294.0
peugeot,308,2008.0,223000.0,1.6,бензин,автомат,передний привод,хэтчбек 5 дв.,синий,120.0,6.9,4400.0,5199.0,"машина в отличном техническом состоянии, полностью на ходу и используется каждый день.• двигатель работает ровно, не дымит, масло не расходует• коробка переключает мягко• подвеска собрана, ничего не стучит• электрика исправна, климат работает• салон чистый, аккуратный, без запахов• все расходники менялись вовремяпо кузову: справа требуется сварка порога. на безопасность и езду не влияет — цена снижена с учётом этого.машина ухоженная, надёжная, полностью готова к эксплуатации.есть комплект документов, всё прозрачно.+ комплект резинывозможен торг у капота.все вопросы по телефону",1,0,0,0,0,0,0,0,0,0,85,20,170.3125,28.75,4.5625,0.39,300.0,48.96484374999999,0.005115703125,799.0
peugeot,308,2008.0,229000.0,1.6,бензин,механика,передний привод,хэтчбек 5 дв.,серый,120.0,6.4,4500.0,4724.0,торг у капота. продажа только по дкп.,0,0,0,0,0,0,0,0,0,0,85,30,170.3125,28.75,4.5625,0.39,300.0,48.96484374999999,0.005115703125,224.0
peugeot,308,2010.0,168250.0,1.6,бензин,механика,передний привод,хэтчбек 5 дв.,серый,120.0,6.4,4999.0,5264.0,"без торга совсем. просьба попусту не беспокоить.продам в хорошие руки красивого львёнка,цвет красивый серо-бежевый.по техпаспорту 2010 годмашинка в очень достойном ухоженом состоянии без ржавчин и гнили по кузову,мелкие сколы .ошибок нетнизы дверей в идеалемотор в отличном состоянии,работает идеально ровно,обслужен,менялась помпа,лямда зонд,печка восстановленапод запаской все как по заводу,стаканы идеальные,вин читается как новый.тормоза не бьют,подвеска не стучит ,едет очень мягко.салон после химчистки,лобовое менял год назад,2 ключа.уже снял с учета для удобной продажимашина в отличном состоянии для своих лет,днище сфоткал и смотрите в галлерее,в хорлшем состоянии без дыр и прочее(мелкие рыжеватости)пороги переварены красиво польские и правое и левое пол года назад  в идеальном состоянии,сцепление менял на новое фирмы люк в сборе(переключает мягко и отлично)",0,0,0,0,0,1,1,0,0,0,92,15,170.3125,28.75,4.5625,0.39,300.0,48.96484374999999,0.005115703125,265.0
peugeot,406,1999.0,450000.0,1.8,бензин,механика,передний привод,седан,синий,110.0,7.7,3050.0,2561.0,"продам пыжика в хорошем состоянии. по кузову без жуков,  варить ничего не нужно, все проблемные места уже сделаны. двигатель работает ровно, не парит ,не дымит, масло от замены до замены.продается так как куплен другой автомобиль.",1,0,0,0,0,0,0,0,0,0,85,15,111.5625,31.5,4.5,0.335,200.0,35.1421875,0.004748625,-489.0
peugeot,406,2000.0,360000.0,1.7,бензин,механика,передний привод,седан,серебристый,117.0,7.7,3000.0,2848.0,"без торга!!!. мотор 1.8 бензин. все дополнительные вопросы сугубо по телефону. комиссионным магазинам и иным помощникам просьба не беспокоить. автомобиль в хорошем состоянии, красить не нужно. мотор  не дымит, не парит, масло не берет. произвел полное т.о. мотора и подвески. ручник держит. оптика вся целая, салон в полном порядке.",1,0,0,0,0,0,0,0,0,0,85,15,116.25,30.5,4.5,0.34,210.0,35.45625,0.0046665000000000005,-152.0
peugeot,406,2001.0,37145.0,2.2,бензин,механика,передний привод,седан,чёрный,160.0,8.8,3650.0,3261.0,"продаю своего(в семье 9лет)надёжный и верный авто,писать можно много ...в машине вложенно много средств и времени,стоит акустика всё заводское harman,блютуз,обогрев сидений,рабочий ручник,тормоза диски в круг всё новое,колёсные диски дорогие оригинал с новой резиной 205/55r16,,сама проходит т.о.есть действующий техосмотр до июля,всё стаканы лонжироны низы дверей в идеале,стоит атермальное стекло датчик дождя,датчик света всё работает..да даже кондиционер,отдам только в хорошие руки.",0,0,0,0,0,0,0,0,0,0,92,15,116.25,30.5,4.5,0.34,210.0,35.45625,0.0046665000000000005,-389.0
peugeot,406,2002.0,428385.0,2.0,бензин,механика,передний привод,седан,серебристый,140.0,7.5,3100.0,2974.0,"машина в хорошем состоянии для своих лет. ухаживали вовремя. за рулем ездила девушка. салон  ухоженный, потолок перетянутый со стойками, дверными картами. новые фары и противотуманки. свет отличный. по машине много что делалось. масло и расходники недавно мененые. все свежее. все остальные вопросы по телефону. разумный торг.",0,0,0,0,0,0,0,0,0,0,85,15,116.25,30.5,4.5,0.34,210.0,35.45625,0.0046665000000000005,-126.0
peugeot,406,2002.0,370869.0,2.0,дизель,механика,передний привод,седан,серый,110.0,5.6,2660.0,2949.0,".ошибок нету , все работает . техника работает отлично . 110 лошадей система бош . торг",0,0,0,0,0,0,0,0,0,0,95,10,116.25,30.5,4.5,0.34,210.0,35.45625,0.0046665000000000005,289.0
peugeot,407,2004.0,371000.0,1.7,бензин,механика,передний привод,седан,жёлтый,116.0,7.0,4300.0,3980.0,"продаётся надёжный автомобиль. каждый день на ходу, в любые морозы заводится с пол-оборота.10 лет в одних руках (я — второй владелец в рб). всё по технике работает без ошибок, компьютер чист.техническая часть — берите и ездите:- грм заменён 40 тыс. км назад.- новый акб (1,5 года).- масло каждые 9–11 тыс. км.- подвеска перебрана по регламенту.- два комплекта ключей.колёса в подарок: зима на железных дисках (2 года, отличное состояние).лето на литье (4 года).салон и кузов: новые заказные чехлы на сиденьях — салон свежий. пороги и передние крылья заменены 3 года назад. крылья пластиковые — больше не сгниют (плюс для наших дорог и реагентов).единственный нюанс (скажу честно): лкп неидеальное, кузов требует покраски. но основа крепкая — пороги новые, гнили нет. после восстановления авто прослужит ещё долгие годы.идеальный вариант для того, кто ценит исправную технику и готов привести внешность под себя. торг уместен после осмотра.",0,0,0,0,0,0,0,0,0,0,85,20,146.875,30.5,4.5,0.36,260.0,44.796875,0.004940999999999999,-320.0
peugeot,605,1997.0,380000.0,2.0,бензин,механика,передний привод,седан,бордовый,150.0,9.0,2200.0,1433.0,"я владею с 05.2022 года , учет на мне, при продаже сниму. машина досмотрена, кто ищет комфорт и бодрую езду тогда это то, что вам нужно. машина едет бодро, масло менялось каждые 8 тыс, стоит хорошая музыка , салон ухожен, очень мягкий, потолок не провисший. сделано очень много за это время, из серьезного: реставрировал рулевую рейку, менял сцепление, замена радиатора печки, отреставрировал стартер, новый акб, и многое другое. из нюансов: возрастные недочеты, переднее крыло, заднее левое, днище; все это не критично, можно спасти.машину любил и смотрел, цена оправдана.",0,0,0,0,0,0,1,0,0,0,85,35,106.875,32.0,4.5,0.32,190.0,34.2,0.004608,-767.0
renault,laguna,1998.0,297800.0,1.6,бензин,механика,передний привод,лифтбек,зелёный,110.0,7.5,2100.0,1781.0,"сел поехал. хорошая машина, заводится легко, едет бодро. состояние хорошее, кузов тоже, резина зима, спереди новая, cзади еще сезон-два поездит. лючок бензобака только поставить надо, он есть в наличии, штатная магнитола с установленным bluetooth. любые вопросы.",0,0,0,0,0,0,0,0,0,0,85,20,362.85714285714283,48.0,4.142857142857143,0.5,540.0,174.17142857142855,0.009942857142857144,-319.0
renault,laguna,2002.0,315000.0,2.0,бензин,механика,передний привод,универсал,синий,140.0,7.9,3500.0,3502.0,"рено лагуна 2, 2.0 бензин. цвет сине-зеленый металлик. нюансы по кузову.",0,0,0,0,0,0,0,0,0,0,65,40,390.0,48.0,4.142857142857143,0.5099999999999999,571.4285714285714,187.2,0.010141714285714285,2.0
renault,laguna,2003.0,379000.0,1.9,дизель,механика,передний привод,универсал,серый,107.0,5.6,3500.0,3971.0,"автомобиль на ходу находится в минске, состояние по фото. есть чехлы на сиденья и литые диски r16 на летней резине. возможен торг.",0,0,0,0,0,0,0,0,0,0,75,20,390.0,48.0,4.142857142857143,0.5099999999999999,571.4285714285714,187.2,0.010141714285714285,471.0
renault,megane,2001.0,297000.0,1.9,дизель,механика,передний привод,универсал,другой,102.0,5.4,2999.0,2515.0,"добротный , надежный  и недорогой в эксплуатации универсал с дизельным ,  очень экономичным  , долговечным двигателем 1.9 dci  (8-ми клапанный ), с топливной системой bosh ( не путать с системой  deifi -дорогой и сложной в обслуживании) . машина технически полностью исправна,  ручник держит , задняя щетка работает , все стекла целые, новая задняя балка , ремни , колодки , технические жидкости заменены.  новая зимняя резина r-15. заводится и работает в любую погоду . пройден техосмотр до октября 2026 года , страховка на год . в семье с 2010 года. с учета снята,  транзитные номера.  продажа по договору купли-продажи  без посредников  - автосалоны,  подборщики и прочие специалисты- не беспокоить.  приветствуются адекватные покупатели  ,  без претензий  на новый авто через 25 лет эксплуатации . авто переварен , покрашен , днище , пороги целые , никакой корозии  нет .",0,0,0,0,0,1,0,0,0,0,85,15,351.42857142857144,46.0,4.142857142857143,0.4900000000000001,514.2857142857143,161.65714285714287,0.009338000000000003,-484.0
renault,megane,2006.0,340000.0,1.5,дизель,механика,передний привод,хэтчбек 3 дв.,белый,86.0,4.5,3800.0,4582.0,"на бодром ходу. то до августа. тормоза в круг обслужены, новая резина. двигатель менялся на контрактный 20т. назад. прошлым летом была замена вкладышей, грм.",0,0,0,0,0,0,1,0,0,0,85,20,396.42857142857144,49.0,4.142857142857143,0.5049999999999999,580.7142857142857,194.25,0.010251499999999998,782.0
saab,9-5,2001.0,420000.0,2.0,бензин,механика,передний привод,универсал,чёрный,150.0,9.0,3200.0,3275.0,"двигатель без вопросовподвеска без вопросовтормоза без вопросовдействующий техосмотрнюансы только по кузовуоформлена на мне, продажа только по дкп",0,0,0,0,0,0,0,0,0,0,90,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
seat,ibiza,2002.0,310000.0,1.2,бензин,механика,передний привод,хэтчбек 3 дв.,синий,64.0,5.9,3000.0,2925.0,"зимняя резина на железных дисках с колпаками в придачу. комплект летних новых ковриков. новый аккумулятор на гарантии. масло менялось 2000 тыс.назад, задние барабаны, колодки, цилиндрики, трубки и т. д., задние сайлентблоки, задние подшипники, тросы ручника, передние опорные то же и т. д. в сварке не нуждается, подвеска, двигатель в нормальном состоянии. под чехлами салон светлый в хорошем состоянии. в данный момент требуется реставрация рейки. что-то интересует звоните",0,0,0,0,0,0,1,0,0,0,75,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.0
skoda,fabia,2010.0,243000.0,1.4,бензин,механика,передний привод,универсал,серебристый,86.0,5.9,4950.0,5209.0,"рестайлинговая модель. двигатель 1.4 самый простой и надёжный. подогревы сидений, бортовой компьютер, климат контроль. заменен грм, масла, фильтра, радиатор. надежный, простой и дешёвый в обслуживании автомобиль. автосалонам не беспокоить.",0,0,0,0,0,0,0,0,0,0,90,20,419.04761904761904,50.0,4.142857142857143,0.5133333333333331,617.1428571428571,209.52380952380952,0.01063333333333333,259.0
skoda,fabia,2009.0,220000.0,1.2,бензин,механика,передний привод,хэтчбек 5 дв.,чёрный,60.0,5.9,4600.0,4819.0,"автомобиль в хорошем состоянии,пробег 220000,в одних руках 8 лет, ездила девушка,обслуживалась всегда вовремя,техосмотр пройден,свеже выкрашена полностью.днище и  подвеска  в  хорошем состоянии. все вопросы по телефону. перекупам просьба не беспокоить. торг уместен",0,0,0,0,0,0,0,0,0,0,85,15,424.2857142857143,50.0,4.142857142857143,0.5150000000000001,626.4285714285714,212.14285714285714,0.010667857142857147,219.0
skoda,felicia,1999.0,390000.0,1.9,дизель,механика,передний привод,универсал,белый,64.0,5.8,1470.0,1445.0,"в одних руках с 2019 года. новые распылители форсунок, перебран тнвд с заменой всех уплотнений. заменены трубки высокого давления, новые патрубки малого контура системы охлаждения. новые передние пружины, заменено масло и фильтр 3000 назад, комплект грм заменен 8000 назад. новые топливные шланги, перед зимой заменен топливный фильтр, почищен бак и топливоприемник. зимой откапитален стартер, осенью перебирался генератор. новая прокладка под клапанной крышкой, новый задний левый тормозной цилиндр, также тормозная трубка от балки до цилиндра и тормозной шланг, заменена тормозная жидкость. все работает, ничего не стучит не гремит. из проблемных вопросов есть дырки в порогах, но домкрат под них подставить есть куда. также присутствуют жучки и сколы лкп, что не критично для машины такого года, сварки не видела, днище в хорошем состоянии. без торга.",0,0,0,0,0,0,0,0,0,0,88,15,331.42857142857144,46.0,4.142857142857143,0.4900000000000001,487.14285714285717,152.45714285714288,0.009338000000000003,-25.0
skoda,felicia,1999.0,390000.0,1.9,дизель,механика,передний привод,универсал,белый,64.0,5.8,1480.0,1447.0,"в одних руках с 2019 года. новые распылители форсунок, перебран тнвд с заменой всех уплотнений. заменены трубки высокого давления, новые патрубки малого контура системы охлаждения. новые передние пружины, заменено масло и фильтр 3000 назад, комплект грм заменен 8000 назад. новые топливные шланги, перед зимой заменен топливный фильтр, почищен бак и топливоприемник. зимой откапитален стартер, осенью перебирался генератор. новая прокладка под клапанной крышкой, новый задний левый тормозной цилиндр, также тормозная трубка от балки до цилиндра и тормозной шланг, заменена тормозная жидкость. все работает, ничего не стучит не гремит. из проблемных вопросов есть дырки в порогах, но домкрат под них подставить есть куда. также присутствуют жучки и сколы лкп, что не критично для машины такого года, сварки не видела, днище в хорошем состоянии. без торга.",0,0,0,0,0,0,0,0,0,0,85,15,331.42857142857144,46.0,4.142857142857143,0.4900000000000001,487.14285714285717,152.45714285714288,0.009338000000000003,-33.0
skoda,octavia,2004.0,356000.0,1.6,бензин,механика,передний привод,лифтбек,другой,102.0,7.1,3700.0,3862.0,"продаётся хороший автоskoda octavia 1.6 авто в большей степени в родной краске, все сёкла родные, два комплекта ключей, хорошее техническое состояние 10 000 км назад был пооизведён полный кап.ремонт двигателя с заменой необходимых комплектующих, двигатель работают ровно, не дымит, динамика авто хорошаяесть возрастные ньюансы по кузову/салону внешне авто живой, без признаков сильной корозии, самые проблемные места это крылья, показано на фото обслужена подвеска, заменены амортизаторы в круг, новая система переключения кпп, рычаги, кулиса в целом авто в хорошем состоянии для своего возраста, обоснованный торг!",1,0,0,0,0,0,1,0,0,0,78,20,440.4761904761905,51.142857142857146,4.142857142857143,0.5266666666666667,643.8095238095239,225.27210884353744,0.011158884353741499,162.0
skoda,octavia,2009.0,420000.0,1.4,бензин,механика,передний привод,универсал,чёрный,122.0,6.3,5000.0,6634.0,"машина пригнана из чехии в 2013г. в беларуси один владелец.  машина в отличном техническом состоянии, своевременно обслуживалась. в 2024 производилась замена грм.  в салоне не курили, животных не возили. есть вопросы по кузову. более подробная информация по телефону. торг уместен.",0,0,0,0,0,0,0,0,0,0,85,20,452.3809523809524,51.80952380952381,4.142857142857143,0.5300000000000002,665.7142857142857,234.3764172335601,0.011375891156462592,1634.0
skoda,octavia,2004.0,318000.0,1.6,бензин,механика,передний привод,лифтбек,другой,102.0,7.4,4200.0,2823.0,"автомобиль покупался новым в 2004 году в минске. один владелец за все 22 года. сборка чехия.по тех части в шикарном состоянии, подвеска все пересыпана(включая тормозные диски и колодки), ручник держит.коробка после полной реставрациимотор контрактный, надежный атмосферник. нигде не сопливит, ничего не течет и так далее. климат контроль работает исправно, кондиционер тоже работает. машина на новой зимней резине. по днищу и порогам крепкая, замечаний нет, дыр нет. варить ничего не нужно.по кузову есть жучки-паучки, ничего серьезного или сквозного нет. погонять жуков и прослужит еще минимум столько же лет! авто снято на транзиты 11 апреля.остальные вопросы по телефону.автоплощадки, не беспокоить!!! машина каждый день ездит, ставить никуда не буду!",0,0,0,0,0,0,0,0,0,0,92,8,440.4761904761905,51.142857142857146,4.142857142857143,0.5266666666666667,643.8095238095239,225.27210884353744,0.011158884353741499,-1377.0
subaru,forester,2001.0,600000.0,2.0,бензин,механика,постоянный полный привод,внедорожник 5 дв.,серебристый,170.0,9.9,5000.0,4023.0,"2.0 s turbo awd (sf5) 170+hpбубубу ратата пффф)))контрактный двс пробег ~ 150к работает идеально, zic 5w30 ни грамма до замены 7-8к. технически полностью обслужен, никакого колхоза и китая. турбина дует. awd раздаёт боком. всё работает как положено. электрика в порядке. новая тормозная магистраль. новая выхлопная на 76 трубе, банка нержавейка. салон от sti с подогревами. люк работает, не течёт. печка шпарит, кондей тож должен работать (после зимы ещё не проверял). свет хороший. лобач новый. музыка зачёт.по кузову некрасивых моментов естественно хватает! всё стандартно - пороги, арки, там-сям. в основном по задней части, морда бодрее. стаканы в порядке, капот новый, двери живые. ничего не подмазывал, все проблемные места видны на фото.с приятным разумным человеком естественно поторгуемся, но только у капота! не пишите ваши циферки в переписке, мне это не интересно. обмен возможен на что-нибудь нескучное и быстрое с моей доплатой.езжу каждый день - помощники не нужны, никуда не поставлю. только по дкп.",0,0,0,0,0,0,1,0,0,0,85,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-977.0
subaru,outback,2000.0,415210.0,2.5,бензин,автомат,постоянный полный привод,универсал,зелёный,167.0,8.5,3600.0,3867.0,"пороги целые , днище без дыр , авто каждый день на ходу , газовое работает , новый передний и задний подрамник, новый акб, тормоза и колодки ручника , контрактный мотор , генератор на 110а. из нюансов: косметика на фото. обмен не интересует, продажа в связи с покупкой недвижимости. торг у капота.",0,0,0,0,0,0,0,0,0,0,85,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0
toyota,corolla,1994.0,260000.0,1.3,бензин,механика,передний привод,хэтчбек 5 дв.,красный,88.0,6.7,1412.0,1178.0,"продаёт собственник, в одних руках 20 лет, оригинальный пробег, новая резина,электролюк, в рассрочку не продаю. вся информация по телефону.",0,0,0,0,0,0,0,0,0,0,85,15,484.2857142857143,53.42857142857143,4.142857142857143,0.54,718.5714285714286,258.74693877551016,0.011952734693877552,-234.0
toyota,yaris,2003.0,263175.0,1.4,дизель,механика,передний привод,хэтчбек 5 дв.,серый,75.0,4.2,3300.0,3911.0,"хороший в эксплуатации автомобиль.но, начинаются проблемы с кузовом.фотографировала честно.маневренность и управляемость авто хорошая.проблем по ходу машины не ощущаю.машиной пользуюсь, поэтому просьба не звонить автосалонам.",0,0,0,0,0,0,0,0,0,0,70,40,414.2857142857143,49.714285714285715,4.142857142857143,0.5100000000000001,610.7142857142857,205.9591836734694,0.010503918367346944,611.0
volkswagen,caddy,2008.0,420295.0,1.6,бензин,механика,передний привод,легковой фургон,серый,102.0,8.3,4800.0,6028.0,все вопросы по телефону торг у капота по телефону и в переписках не торгуюсь,0,0,0,0,0,0,0,0,0,0,30,70,414.2857142857143,50.0,4.142857142857143,0.5099999999999998,610.7142857142857,207.14285714285714,0.01056428571428571,1228.0
volkswagen,golf,1986.0,400000.0,1.3,бензин,механика,передний привод,хэтчбек 5 дв.,серый,55.0,7.1,1100.0,971.0,"пороги и низ поварены вкруг, подвеска новая, двигатель карбюраторный питсбург, нужно перенастроить, не работает печка, а так все сияет и блестит, для своих лет пушка, есть торг, машина не на мне, на все вопросы отвечу в ватсап.",1,0,0,0,0,0,0,0,0,0,65,75,449.2857142857143,52.714285714285715,4.142857142857143,0.5300000000000002,664.2857142857143,236.8377551020408,0.01157455102040817,-129.0
volkswagen,golf,1997.0,300000.0,1.4,бензин,механика,передний привод,хэтчбек 5 дв.,чёрный,60.0,6.7,2500.0,1963.0,"для своих лет машина в хорошем состоянии, по кузову есть жучки,год назад были заменены передние крылья,переварены пороги и днище, стоит хорошая музыка, печка греет все работает, люк не течет,так же год назад была перекрашена но после зимы есть свои нюансы,масло менял каждые 7000 из этих 7000 доливал масло только один раз, кого заинтересовала звоните отвечу на ваши вопросы, торг у капота",0,0,0,0,0,1,0,0,0,0,75,30,444.76190476190476,52.19047619047619,4.142857142857143,0.5300000000000002,653.3333333333334,232.12335600907028,0.011459537414965993,-537.0
volkswagen,golf,2001.0,297720.0,1.4,бензин,механика,передний привод,хэтчбек 5 дв.,серебристый,75.0,6.6,4499.0,3739.0,"автомобиль полностью обслужен  , масло фильтры  поменяны и проехали около 2 тыс. мотор простой едет хорошо , подвеска полностью перебралась перед зад , пружины амортизаторы , диски тормозные , колодки передние и задние,ручник держит , техосмотр проходит сама без проблем , по кузову хорошее состояние , в салоне всё работает , имеются незначительные ньюансы , дырочка в резонаторе громче стала работать поменять ремкомплект кулисы кпп так как присутствует люфт , торг имеется всё мы люди , сниму с учёта для того кто заинтересован в автомобиле",0,0,0,0,0,0,1,0,0,0,85,40,474.2857142857143,54.0,4.142857142857143,0.5400000000000001,697.1428571428571,256.1142857142857,0.012080571428571435,-760.0
